City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Torres,BR,2021-06-15 17:51:29,-29.3353,-49.7269,63.61,78,8,16.4
295,Zuwarah,LY,2021-06-15 17:54:59,32.9312,12.082,75.83,64,5,11.18
296,Kutum,SD,2021-06-15 17:54:59,14.2,24.6667,85.42,17,100,4.03
297,Erzin,TR,2021-06-15 17:55:00,36.9559,36.2,73.92,80,20,4.99
298,Cap Malheureux,MU,2021-06-15 17:55:00,-19.9842,57.6142,72.46,77,43,6.62
299,Palmer,US,2021-06-15 17:55:00,42.1584,-72.3287,80.31,55,75,1.01
300,Jaguey Grande,CU,2021-06-15 17:55:01,22.5269,-81.1286,93.33,45,97,8.25
301,Port Blair,IN,2021-06-15 17:55:01,11.6667,92.75,82.49,83,100,19.3
302,Keti Bandar,PK,2021-06-15 17:55:14,24.1447,67.4497,84.67,79,21,20.96
303,Yuxia,CN,2021-06-15 17:55:14,34.0615,108.6291,75.81,90,91,2.26
304,Port Hedland,AU,2021-06-15 17:55:15,-20.3167,118.5667,66.25,34,90,8.05
305,Castrillon,ES,2021-06-15 17:55:15,43.3979,-6.7922,72.21,67,12,5.77
306,Te Anau,NZ,2021-06-15 17:55:15,-45.4167,167.7167,47.44,97,99,1.57
307,Poronaysk,RU,2021-06-15 17:55:16,49.2167,143.1167,43.54,89,85,7.78
308,Carnarvon,AU,2021-06-15 17:55:16,-24.8667,113.6333,55.47,53,92,10.36
309,Katsuura,JP,2021-06-15 17:55:16,35.1333,140.3,73.11,88,100,5.44
310,Jalu,LY,2021-06-15 17:55:16,29.0331,21.5482,86.92,22,0,8.3
311,Ratnagiri,IN,2021-06-15 17:55:17,16.9833,73.3,79.3,88,100,9.06
312,Grindavik,IS,2021-06-15 17:55:17,63.8424,-22.4338,49.95,57,75,11.5
313,Sur,OM,2021-06-15 17:55:17,22.5667,59.5289,87.8,70,5,8.57
314,Qidong,CN,2021-06-15 17:55:18,31.8128,121.6561,80.04,96,23,7.74
315,San Patricio,US,2021-06-15 17:55:18,28.017,-97.5169,91.9,52,35,6.55
316,Sitka,US,2021-06-15 17:55:18,57.0531,-135.33,55.06,86,100,4.88
317,Tocopilla,CL,2021-06-15 17:55:19,-22.092,-70.1979,65.55,68,100,2.75
318,Kasangulu,CD,2021-06-15 17:55:19,-4.5911,15.1708,79.68,57,58,5.53
319,Mayenne,FR,2021-06-15 17:55:19,48.3333,-0.6667,80.04,60,69,9.89
320,Magadan,RU,2021-06-15 17:55:20,59.5667,150.8,43.57,90,100,2.95
321,Eyl,SO,2021-06-15 17:55:20,7.9803,49.8164,78.6,82,99,22.95
322,Takaka,NZ,2021-06-15 17:55:20,-40.85,172.8,54.97,88,3,4.47
323,Zyryanka,RU,2021-06-15 17:55:21,65.75,150.85,54.55,74,44,13.51
324,Iqaluit,CA,2021-06-15 17:55:21,63.7506,-68.5145,42.53,65,75,15.01
325,Tazovskiy,RU,2021-06-15 17:55:21,67.4667,78.7,53.26,98,87,8.55
326,Talara,PE,2021-06-15 17:55:22,-4.5772,-81.2719,77.76,78,40,8.05
327,Mancio Lima,BR,2021-06-15 17:55:22,-7.6142,-72.8958,87.87,62,40,3.44
328,Kapra,IN,2021-06-15 17:55:22,17.4846,78.561,77.7,76,100,16.75
329,Shetpe,KZ,2021-06-15 17:55:23,44.1667,52.1167,82.6,44,29,13.53
330,Hualmay,PE,2021-06-15 17:55:23,-11.0964,-77.6139,70.66,72,41,10.76
331,Alihe,CN,2021-06-15 17:55:23,50.5667,123.7167,57.87,97,57,0.87
332,Asau,RO,2021-06-15 17:55:24,46.4333,26.4,63.75,92,49,7.31
333,Kharp,RU,2021-06-15 17:55:24,66.8014,65.8081,53.62,57,53,6.08
334,Zhezkazgan,KZ,2021-06-15 17:55:24,47.8043,67.7144,75.7,30,33,9.91
335,Port Lincoln,AU,2021-06-15 17:55:25,-34.7333,135.8667,54.16,76,65,15.77
336,Gunjur,GM,2021-06-15 17:55:25,13.2019,-16.7339,89.67,66,75,6.91
337,Saraland,US,2021-06-15 17:55:26,30.8207,-88.0706,96.04,59,39,1.92
338,Port-Gentil,GA,2021-06-15 17:55:26,-0.7193,8.7815,82.36,78,40,11.5
339,Saint-Joseph,RE,2021-06-15 17:55:26,-21.3667,55.6167,68.38,82,22,5.66
340,Porto Santo,PT,2021-06-15 17:55:27,33.072,-16.3415,75.31,68,40,16.11
341,Fairbanks,US,2021-06-15 17:54:15,64.8378,-147.7164,74.08,49,1,1.99
342,Trinidad,BO,2021-06-15 17:55:27,-14.8333,-64.9,84.18,65,20,4.61
343,Qui Nhon,VN,2021-06-15 17:55:27,13.7667,109.2333,80.82,76,16,5.3
344,Batagay-Alyta,RU,2021-06-15 17:55:28,67.8006,130.4114,51.42,60,99,3.22
345,Pucallpa,PE,2021-06-15 17:55:28,-8.3791,-74.5539,84.24,54,75,4.61
346,Dwarka,IN,2021-06-15 17:55:28,22.2394,68.9678,86.02,75,56,22.86
347,Stolin,BY,2021-06-15 17:55:29,51.8912,26.846,63.03,80,77,6.06
348,Sucre,BO,2021-06-15 17:55:29,-19.0333,-65.2627,55.04,50,31,7.45
349,Inyonga,TZ,2021-06-15 17:55:29,-6.7167,32.0667,65.98,42,74,5.03
350,Karratha,AU,2021-06-15 17:53:26,-20.7377,116.8463,70.65,27,99,9.28
351,Dawei,MM,2021-06-15 17:55:30,14.0833,98.2,75.79,96,100,2.57
352,Rockport,US,2021-06-15 17:55:30,28.0206,-97.0544,93.04,63,1,1.01
353,Torbay,CA,2021-06-15 17:55:30,47.6666,-52.7314,60.89,74,40,18.41
354,Polewali,ID,2021-06-15 17:55:31,-3.4324,119.3435,76.08,84,100,2.35
355,Kahului,US,2021-06-15 17:55:31,20.8947,-156.47,76.26,78,100,10.2
356,Ukiah,US,2021-06-15 17:55:31,39.1502,-123.2078,77.36,42,1,4.61
357,Tomatlan,MX,2021-06-15 17:55:32,19.9333,-105.25,90.46,53,84,3.42
358,Dvubratskiy,RU,2021-06-15 17:55:32,45.2389,39.805,71.51,86,4,6.04
359,Kidal,ML,2021-06-15 17:55:32,18.4411,1.4078,104.79,7,3,4.61
360,Nerchinskiy Zavod,RU,2021-06-15 17:55:33,51.3088,119.61,58.08,57,100,3.87
361,Launceston,AU,2021-06-15 17:55:33,-41.45,147.1667,49.15,94,90,5.75
362,Ugoofaaru,MV,2021-06-15 17:55:33,5.6667,73.0,83.21,73,60,15.99
363,Fomboni,KM,2021-06-15 17:55:34,-12.28,43.7425,78.58,63,38,11.18
364,Iskateley,RU,2021-06-15 17:55:34,67.6803,53.1512,65.05,43,99,18.59
365,Mundo Nuevo,MX,2021-06-15 17:55:34,18.7,-95.5,78.58,88,100,17.02
366,Pisco,PE,2021-06-15 17:53:34,-13.7,-76.2167,68.05,73,90,8.05
367,Balkanabat,TM,2021-06-15 17:55:35,39.5108,54.3671,91.8,24,9,4.76
368,Talcahuano,CL,2021-06-15 17:55:35,-36.7167,-73.1167,55.08,62,75,4.61
369,Axim,GH,2021-06-15 17:55:35,4.8699,-2.2405,80.06,79,96,10.63
370,San Luis,AR,2021-06-15 17:54:23,-33.295,-66.3356,48.24,30,100,6.6
371,Lutkun,RU,2021-06-15 17:55:36,41.4808,47.6858,65.59,63,9,4.68
372,Linxia,CN,2021-06-15 17:55:36,35.6003,103.2064,53.64,90,100,3.53
373,Lasa,IT,2021-06-15 17:55:36,46.6166,10.7002,75.94,74,77,2.13
374,Heihe,CN,2021-06-15 17:55:37,50.2441,127.4902,66.78,96,100,5.66
375,Sangre Grande,TT,2021-06-15 17:55:37,10.5835,-61.1177,89.56,70,45,10.78
376,Rockhampton,AU,2021-06-15 17:55:37,-23.3833,150.5,64.29,94,90,0.0
377,Dingzhou,CN,2021-06-15 17:55:38,38.5131,114.9956,71.71,63,91,5.48
378,Nome,US,2021-06-15 17:55:38,64.5011,-165.4064,38.16,87,90,5.75
379,Ancud,CL,2021-06-15 17:55:38,-41.8697,-73.8203,53.42,63,1,8.59
380,Yagoua,CM,2021-06-15 17:55:39,10.3411,15.2329,87.66,42,40,13.98
381,Portland,US,2021-06-15 17:53:48,45.5234,-122.6762,66.52,70,100,1.99
382,Lima,PE,2021-06-15 17:54:54,-12.0432,-77.0282,71.91,71,90,4.61
383,Santa Quiteria,BR,2021-06-15 17:55:39,-4.3319,-40.1567,92.35,35,98,6.11
384,Aswan,EG,2021-06-15 17:55:40,24.0934,32.907,91.35,15,0,12.44
385,Kerrville,US,2021-06-15 17:55:40,30.0474,-99.1403,91.62,64,40,1.01
386,Grand Forks,US,2021-06-15 17:55:40,47.9417,-97.4337,76.93,41,20,6.91
387,Kota Tinggi,MY,2021-06-15 17:55:41,1.7381,103.8999,78.84,92,3,1.45
388,Gomel,BY,2021-06-15 17:55:41,52.4345,30.9754,76.98,44,0,6.71
389,Villanueva De La Serena,ES,2021-06-15 17:55:41,38.9766,-5.7974,89.83,35,100,1.9
390,Narsaq,GL,2021-06-15 17:55:41,60.9167,-46.05,42.85,74,90,7.52
391,Arua,UG,2021-06-15 17:55:42,3.0201,30.9111,64.4,91,100,2.73
392,Ahipara,NZ,2021-06-15 17:55:42,-35.1667,173.1667,57.85,92,22,8.16
393,Neuquen,AR,2021-06-15 17:54:09,-38.9516,-68.0591,46.29,36,0,2.3
394,Sept-Iles,CA,2021-06-15 17:53:17,50.2001,-66.3821,53.26,98,90,4.0
395,Ostrovnoy,RU,2021-06-15 17:55:43,68.0531,39.5131,52.81,81,95,28.63
396,Takoradi,GH,2021-06-15 17:55:43,4.8845,-1.7554,81.0,76,100,10.85
397,Pitea,SE,2021-06-15 17:55:43,65.3172,21.4794,62.1,50,43,13.94
398,Bonham,US,2021-06-15 17:55:44,33.5773,-96.1783,94.19,43,90,6.91
399,Belyy Yar,RU,2021-06-15 17:55:44,53.6039,91.3903,58.89,55,0,6.71
400,Ronne,DK,2021-06-15 17:55:44,55.1009,14.7066,58.91,77,16,10.36
401,Aripuana,BR,2021-06-15 17:52:32,-9.1667,-60.6333,92.41,36,18,2.8
402,Cockburn Town,TC,2021-06-15 17:53:33,21.4612,-71.1419,85.96,66,40,13.8
403,Nyurba,RU,2021-06-15 17:55:45,63.2842,118.3319,48.92,92,16,2.77
404,Slave Lake,CA,2021-06-15 17:55:45,55.2834,-114.769,60.78,82,75,6.91
405,Port Moresby,PG,2021-06-15 17:55:46,-9.4431,147.1797,74.62,100,20,2.3
406,Fort Collins,US,2021-06-15 17:50:53,40.5853,-105.0844,99.36,35,1,4.0
407,Sangar,RU,2021-06-15 17:55:46,63.9242,127.4739,49.21,64,1,6.4
408,Beringovskiy,RU,2021-06-15 17:55:46,63.05,179.3167,44.8,74,0,4.59
409,Sobolevo,RU,2021-06-15 17:55:47,54.4299,31.8996,62.24,84,27,6.35
410,Tshikapa,CD,2021-06-15 17:55:47,-6.4167,20.8,76.89,27,68,0.67
411,Vila Velha,BR,2021-06-15 17:55:47,-20.3297,-40.2925,76.96,63,40,1.99
412,Hat Yai,TH,2021-06-15 17:55:48,7.0084,100.4767,77.18,100,20,0.0
413,Oxbow,CA,2021-06-15 17:55:48,49.2333,-102.1676,78.64,45,81,20.54
414,Adrar,MR,2021-06-15 17:55:48,20.5022,-10.0711,110.52,6,42,7.0
415,Gao,ML,2021-06-15 17:55:49,16.6362,1.637,103.17,8,1,6.15
416,Kununurra,AU,2021-06-15 17:55:49,-15.7667,128.7333,60.78,88,36,0.0
417,Topeka,US,2021-06-15 17:55:49,39.0483,-95.678,92.25,49,1,3.0
418,Cody,US,2021-06-15 17:55:50,44.5263,-109.0565,96.21,9,1,9.22
419,Kiama,AU,2021-06-15 17:55:50,-34.6833,150.8667,49.57,90,3,1.01
420,Pointe Michel,DM,2021-06-15 17:55:50,15.25,-61.3833,92.34,49,20,5.75
421,Jacareacanga,BR,2021-06-15 17:55:51,-6.2222,-57.7528,86.31,70,0,2.3
422,Wukari,NG,2021-06-15 17:55:51,7.85,9.7833,78.31,81,80,8.1
423,Umea,SE,2021-06-15 17:55:51,63.8284,20.2597,60.73,51,20,17.27
424,Itoman,JP,2021-06-15 17:55:52,26.1247,127.6694,82.78,100,40,18.41
425,Suez,EG,2021-06-15 17:55:13,29.9737,32.5263,76.66,50,0,17.87
426,Murray Bridge,AU,2021-06-15 17:55:52,-35.1167,139.2667,53.35,78,69,13.2
427,Bar Harbor,US,2021-06-15 17:55:52,44.3876,-68.2039,69.91,92,90,5.01
428,North Bend,US,2021-06-15 17:55:53,43.4065,-124.2243,66.24,74,90,11.5
429,Talnakh,RU,2021-06-15 17:55:53,69.4865,88.3972,49.21,81,32,11.43
430,Ayan,RU,2021-06-15 17:55:53,56.45,138.1667,45.37,86,100,8.86
431,Biak,ID,2021-06-15 17:55:54,-0.9131,122.8766,74.37,87,74,3.62
432,Istanbul,TR,2021-06-15 17:55:54,41.0351,28.9833,65.62,68,75,8.05
433,Kyren,RU,2021-06-15 17:55:54,51.6828,102.1408,37.96,81,35,2.71
434,Brownwood,US,2021-06-15 17:54:58,31.7093,-98.9912,92.28,40,0,9.62
435,Great Falls,US,2021-06-15 17:52:07,47.5002,-111.3008,91.85,18,1,5.01
436,Dalvik,IS,2021-06-15 17:55:55,65.9702,-18.5286,42.73,81,94,10.07
437,Samarai,PG,2021-06-15 17:55:55,-10.6167,150.6667,80.06,81,90,13.06
438,Jaipur,IN,2021-06-15 17:55:55,26.9167,75.8167,83.52,61,40,11.5
439,Mayo,US,2021-06-15 17:55:56,38.8876,-76.5119,82.26,54,1,7.0
440,Ponta Do Sol,PT,2021-06-15 17:55:56,32.6667,-17.1,76.01,70,55,6.55
441,Shimoda,JP,2021-06-15 17:55:56,34.6667,138.95,70.16,86,100,2.19
442,Rapid Valley,US,2021-06-15 17:55:57,44.0625,-103.1463,96.57,31,1,8.01
443,Doha,QA,2021-06-15 17:55:32,25.2867,51.5333,91.71,72,0,6.91
444,Belaya Gora,RU,2021-06-15 17:55:57,68.5333,146.4167,40.64,79,100,18.72
445,Bubaque,GW,2021-06-15 17:55:58,11.2833,-15.8333,81.95,77,94,7.38
446,Havelock,US,2021-06-15 17:55:58,34.8791,-76.9013,92.01,80,8,1.01
447,Westerly,US,2021-06-15 17:55:58,41.3776,-71.8273,79.72,78,40,3.0
448,Mildura,AU,2021-06-15 17:55:58,-34.2,142.15,49.96,93,40,6.91
449,Garachine,PA,2021-06-15 17:55:59,8.0647,-78.3628,81.52,78,80,5.55
450,Bolobo,CD,2021-06-15 17:55:59,-2.1667,16.2333,81.01,43,91,1.16
451,Tabou,CI,2021-06-15 17:56:00,4.423,-7.3528,76.98,89,100,8.34
452,Dolgoye,RU,2021-06-15 17:56:00,52.8,37.2167,65.95,81,89,2.71
453,Salinopolis,BR,2021-06-15 17:56:00,-0.6136,-47.3561,81.64,83,58,11.63
454,Luebo,CD,2021-06-15 17:56:01,-5.35,21.4167,76.01,35,99,0.58
455,Sola,VU,2021-06-15 17:56:01,-13.8833,167.55,80.65,78,74,13.27
456,Jian,CN,2021-06-15 17:56:01,27.1172,114.9793,79.72,82,100,4.97
457,Zhanaozen,KZ,2021-06-15 17:56:02,43.3,52.8,85.23,33,4,9.06
458,Wasilla,US,2021-06-15 17:56:02,61.5814,-149.4394,62.53,60,21,1.99
459,Mto Wa Mbu,TZ,2021-06-15 17:56:03,-3.35,35.85,73.18,61,91,1.86
460,Anadyr,RU,2021-06-15 17:56:03,64.75,177.4833,54.1,58,0,13.42
461,Alta Floresta,BR,2021-06-15 17:56:03,-9.8756,-56.0861,91.22,49,40,3.44
462,Banjar,ID,2021-06-15 17:56:03,-8.19,114.9675,82.26,89,97,3.85
463,Acapulco,MX,2021-06-15 17:52:39,16.8634,-99.8901,85.17,65,97,4.81
464,Along,IN,2021-06-15 17:56:04,28.1667,94.7667,75.15,98,60,1.32
465,Praia Da Vitoria,PT,2021-06-15 17:56:04,38.7333,-27.0667,75.45,69,20,12.15
466,Kaisariani,GR,2021-06-15 17:56:05,37.9667,23.8,69.33,59,40,5.01
467,Lata,PT,2021-06-15 17:56:05,40.1629,-8.3327,68.41,88,59,12.33
468,Pyapon,MM,2021-06-15 17:56:05,16.2833,95.6833,78.08,89,100,8.99
469,Atar,MR,2021-06-15 17:56:06,20.5169,-13.0499,110.88,8,69,14.47
470,Loandjili,CG,2021-06-15 17:56:06,-4.7561,11.8578,78.91,89,75,8.05
471,Ixtapa,MX,2021-06-15 17:53:47,20.7,-105.2,87.44,67,94,4.99
472,Orotukan,RU,2021-06-15 17:54:18,62.2667,151.7,53.1,79,57,2.75
473,Inverell,AU,2021-06-15 17:56:07,-29.7833,151.1167,45.16,70,0,4.25
474,Kota Kinabalu,MY,2021-06-15 17:56:07,5.9749,116.0724,78.78,89,20,4.61
475,Fukue,JP,2021-06-15 17:56:07,32.6881,128.8419,70.75,94,100,19.62
476,Vao,NC,2021-06-15 17:56:08,-22.6667,167.4833,71.46,84,95,5.01
477,Oksfjord,NO,2021-06-15 17:56:08,70.2396,22.3479,46.47,96,100,11.18
478,Isangel,VU,2021-06-15 17:56:08,-19.55,169.2667,75.38,88,26,6.17
479,Mtambile,TZ,2021-06-15 17:56:09,-5.3833,39.7,76.71,72,81,15.37
480,Luau,AO,2021-06-15 17:56:09,-10.7073,22.2247,63.75,30,56,4.07
481,Baiao,BR,2021-06-15 17:56:09,-2.7906,-49.6717,86.92,59,42,4.47
482,Saint Marys,US,2021-06-15 17:56:10,30.7305,-81.5465,95.22,55,40,3.0
483,Bowen,AU,2021-06-15 17:56:10,-20.0167,148.2333,68.22,92,27,5.95
484,Novikovo,RU,2021-06-15 17:56:10,51.1537,37.8879,67.55,84,70,3.6
485,Santa Maria Da Vitoria,BR,2021-06-15 17:56:11,-13.3947,-44.1886,90.97,29,14,4.21
486,Kabanjahe,ID,2021-06-15 17:56:11,3.1001,98.4908,65.16,96,96,3.22
487,Quang Ngai,VN,2021-06-15 17:51:22,15.1167,108.8,77.9,82,57,5.53
488,Guerrero Negro,MX,2021-06-15 17:56:12,27.9769,-114.0611,79.05,45,74,3.15
489,Kemijarvi,FI,2021-06-15 17:56:12,66.7131,27.4306,44.65,93,100,11.39
490,Kingaroy,AU,2021-06-15 17:56:12,-26.5333,151.8333,41.04,100,40,0.0
491,Naryan-Mar,RU,2021-06-15 17:56:13,67.6713,53.087,65.12,43,100,18.45
492,Isfana,KG,2021-06-15 17:56:13,39.8386,69.5306,66.76,27,1,4.85
493,Krasnoselkup,RU,2021-06-15 17:56:13,65.7,82.4667,61.75,90,57,12.15
494,Basco,PH,2021-06-15 17:56:14,20.4487,121.9702,84.13,81,94,25.9
495,Faya,SA,2021-06-15 17:56:14,18.3851,42.4509,73.92,42,57,4.34
496,Mariakani,KE,2021-06-15 17:56:14,-3.8633,39.4736,70.92,81,69,10.11
497,Noumea,NC,2021-06-15 17:56:15,-22.2763,166.4572,73.0,99,92,5.3
498,Chernyshkovskiy,RU,2021-06-15 17:56:15,48.4219,42.2308,76.03,83,69,0.4
499,Bonthe,SL,2021-06-15 17:56:16,7.5264,-12.505,82.76,71,85,10.4
500,Isla Mujeres,MX,2021-06-15 17:56:16,21.2311,-86.731,77.16,83,100,16.71
501,Salina,US,2021-06-15 17:56:16,38.8403,-97.6114,96.31,39,10,4.79
502,Caravelas,BR,2021-06-15 17:56:16,-17.7125,-39.2481,74.8,60,100,5.59
503,Kibuye,RW,2021-06-15 17:56:17,-2.0597,29.3482,73.71,77,98,1.43
504,Iztapa,GT,2021-06-15 17:56:17,13.9333,-90.7075,86.05,70,75,0.0
505,Lagoa,PT,2021-06-15 17:56:17,39.05,-27.9833,69.58,82,48,12.91
506,Tessalit,ML,2021-06-15 17:56:18,20.1986,1.0114,107.08,6,53,9.22
507,Surgut,RU,2021-06-15 17:56:18,61.25,73.4167,62.78,100,20,6.71
508,Gigmoto,PH,2021-06-15 17:56:18,13.7796,124.39,81.14,86,77,6.64
509,Sorland,NO,2021-06-15 17:56:19,67.667,12.6934,46.26,85,100,15.21
510,Kuytun,RU,2021-06-15 17:56:19,54.3419,101.5036,41.49,90,98,7.34
511,Manado,ID,2021-06-15 17:56:19,1.487,124.8455,75.97,88,20,0.0
512,Zhangye,CN,2021-06-15 17:56:20,38.9342,100.4517,56.97,66,100,6.17
513,Vallenar,CL,2021-06-15 17:56:20,-28.5708,-70.7581,60.04,61,90,4.72
514,Vaasa,FI,2021-06-15 17:56:20,63.096,21.6158,60.3,67,0,10.36
515,Dingle,PH,2021-06-15 17:56:21,10.9995,122.6711,77.18,90,62,1.7
516,Manakara,MG,2021-06-15 17:56:21,-22.1333,48.0167,66.9,85,26,8.3
517,Jardim,BR,2021-06-15 17:55:13,-21.4803,-56.1381,83.32,29,5,4.61
518,Naze,JP,2021-06-15 17:56:21,28.3667,129.4833,76.73,88,100,13.98
519,Iwata,JP,2021-06-15 17:56:22,34.7,137.85,73.02,87,100,5.01
520,Bundaberg,AU,2021-06-15 17:56:22,-24.85,152.35,61.09,100,90,3.44
521,Rudbar,AF,2021-06-15 17:56:22,30.15,62.6,90.79,9,0,26.42
522,Maniitsoq,GL,2021-06-15 17:56:23,65.4167,-52.9,36.12,95,100,6.42
523,Vardo,NO,2021-06-15 17:56:23,70.3705,31.1107,44.8,81,75,23.02
524,Rognan,NO,2021-06-15 17:56:23,67.0953,15.3878,46.54,83,100,8.01
525,Manadhoo,MV,2021-06-15 17:56:24,5.7667,73.3833,83.21,73,72,17.02
526,Labuhan,ID,2021-06-15 17:56:24,-6.8844,112.2051,78.71,87,19,9.28
527,Ojinaga,MX,2021-06-15 17:56:24,29.5667,-104.4167,94.57,31,40,12.66
528,Santiago De Cao,PE,2021-06-15 17:56:25,-7.9589,-79.2392,71.73,73,40,8.05
529,Harper,LR,2021-06-15 17:56:25,4.375,-7.7169,77.23,87,100,8.16
530,Castelldefels,ES,2021-06-15 17:56:25,41.2779,1.9703,91.54,53,0,4.0
531,Vryburg,ZA,2021-06-15 17:56:26,-26.9566,24.7284,58.75,30,96,8.57
532,Grand Gaube,MU,2021-06-15 17:56:26,-20.0064,57.6608,72.37,77,44,6.38
533,Liseleje,DK,2021-06-15 17:56:26,56.0053,11.9483,66.07,61,54,11.12
534,Olafsvik,IS,2021-06-15 17:56:27,64.8945,-23.7142,42.82,60,75,26.82
535,Benghazi,LY,2021-06-15 17:56:27,32.1167,20.0667,74.52,69,0,14.14
536,Diamantino,BR,2021-06-15 17:56:27,-14.4086,-56.4461,87.66,41,29,6.2
537,Manta,EC,2021-06-15 17:55:16,-0.95,-80.7333,78.58,78,90,4.61
538,Nanhai,CN,2021-06-15 17:56:28,30.1282,111.7784,80.38,89,100,5.41
539,San Rafael,AR,2021-06-15 17:56:28,-34.6177,-68.3301,44.55,28,100,5.91
540,Khandyga,RU,2021-06-15 17:56:28,62.6667,135.6,49.39,83,71,1.54
541,Avera,US,2021-06-15 17:56:29,33.194,-82.5271,93.43,34,28,11.03
542,Mormugao,IN,2021-06-15 17:56:29,15.4,73.8,74.46,100,90,3.44
543,Rewa,IN,2021-06-15 17:56:29,24.5333,81.3,86.04,59,80,3.85
544,Nhulunbuy,AU,2021-06-15 17:56:30,-12.2333,136.7667,77.61,94,75,3.44
545,Januaria,BR,2021-06-15 17:56:30,-15.4833,-44.3667,82.87,38,88,2.15
546,Windhoek,NA,2021-06-15 17:51:55,-22.5594,17.0832,62.8,28,75,2.3
547,Dickinson,US,2021-06-15 17:56:31,29.4608,-95.0513,97.02,60,41,1.01
548,Henties Bay,NA,2021-06-15 17:56:31,-22.116,14.2845,57.85,75,99,5.46
549,Wanning,CN,2021-06-15 17:56:31,18.8003,110.3967,81.34,86,2,9.73
550,Tiquicheo,MX,2021-06-15 17:56:32,18.8833,-100.7333,91.17,46,75,3.69
551,Cape Girardeau,US,2021-06-15 17:56:32,37.3834,-89.7168,87.28,48,0,5.41
552,Cagliari,IT,2021-06-15 17:56:32,39.245,9.0912,80.94,73,0,10.36
553,Hohhot,CN,2021-06-15 17:56:32,40.8106,111.6522,70.09,83,75,2.24
554,Kadoma,JP,2021-06-15 17:56:33,34.7333,135.5833,74.17,77,100,1.54
555,Valverde Del Camino,ES,2021-06-15 17:56:33,37.5751,-6.7543,80.08,50,90,8.41
556,Le Creusot,FR,2021-06-15 17:56:33,46.8071,4.4163,84.42,74,39,4.47
557,Verkhnyaya Inta,RU,2021-06-15 17:56:34,65.9811,60.3094,54.73,56,5,3.78
558,Bartica,GY,2021-06-15 17:56:34,6.4,-58.6167,77.32,88,69,3.67
559,Marzuq,YE,2021-06-15 17:56:34,14.4,46.4667,85.19,25,97,4.18
560,Mount Darwin,ZW,2021-06-15 17:56:35,-16.7725,31.5838,58.5,47,19,3.78
561,Tieli,CN,2021-06-15 17:56:35,46.95,128.05,62.58,94,95,8.75
562,Filadelfia,US,2021-06-15 17:53:35,39.9523,-75.1638,82.02,52,40,5.99
563,Zakharovo,RU,2021-06-15 17:56:35,54.366,39.2792,69.6,83,30,3.87
564,Srednekolymsk,RU,2021-06-15 17:56:36,67.45,153.6833,55.67,68,52,7.92
565,Kampot,KH,2021-06-15 17:56:36,10.6167,104.1833,80.15,86,100,5.99
566,Kruisfontein,ZA,2021-06-15 17:56:36,-34.0033,24.7314,66.88,59,98,12.59
567,Changde,CN,2021-06-15 17:56:37,29.0464,111.6783,81.34,81,100,5.01
568,Tautira,PF,2021-06-15 17:56:37,-17.7333,-149.15,78.82,78,81,21.47
569,Yelniki,RU,2021-06-15 17:56:37,54.6207,43.876,62.62,95,66,5.73
570,Ayagoz,KZ,2021-06-15 17:56:38,47.9714,80.4392,56.37,62,0,9.93
571,Kushiro,JP,2021-06-15 17:56:38,42.975,144.3747,49.95,90,92,6.67
572,Ferme-Neuve,CA,2021-06-15 17:56:38,46.7001,-75.4493,65.98,25,67,13.0
573,Yaounde,CM,2021-06-15 17:56:38,3.8667,11.5167,80.13,74,75,3.44
